carat,cut,color,clarity,depth,table,price,x,y,z,rowid
0.29,Ideal,F,IF,61.90,56.00,748.00,4.27,4.30,2.65,31007
0.35,Ideal,F,SI1,62.40,55.00,748.00,4.55,4.52,2.83,31008
0.35,Premium,F,SI1,60.20,58.00,748.00,4.60,4.54,2.75,31009
0.35,Ideal,F,SI1,62.20,56.00,748.00,4.52,4.48,2.80,31010
0.35,Premium,F,SI1,61.70,58.00,748.00,4.54,4.51,2.79,31011
0.35,Premium,F,SI1,62.30,58.00,748.00,4.53,4.49,2.81,31012
0.35,Ideal,F,SI1,62.50,54.00,748.00,4.52,4.50,2.82,31013
0.35,Good,F,SI1,63.60,54.00,748.00,4.52,4.51,2.87,31014
0.35,Very Good,F,SI1,63.10,56.00,748.00,4.51,4.46,2.83,31015
0.31,Very Good,E,VVS2,62.40,56.00,749.00,4.32,4.35,2.70,31016
0.31,Very Good,G,VVS1,61.50,55.00,749.00,4.36,4.40,2.69,31017
0.31,Ideal,E,VVS1,59.50,60.00,749.00,4.43,4.45,2.64,31018
0.41,Good,F,VS2,59.70,63.00,749.00,4.80,4.85,2.88,31019
0.31,Ideal,F,VS2,61.60,56.00,749.00,4.39,4.35,2.69,31020
0.37,Premium,I,VS1,61.40,59.00,749.00,4.61,4.55,2.81,31021
0.37,Good,H,VS2,63.70,55.00,749.00,4.56,4.54,2.90,31022
0.37,Premium,H,VS2,59.50,61.00,749.00,4.67,4.64,2.77,31023
0.31,Premium,G,VS1,58.20,61.00,749.00,4.45,4.42,2.58,31024
0.31,Ideal,G,VS1,61.90,55.00,749.00,4.37,4.36,2.70,31025
0.31,Premium,F,VS2,58.30,61.00,749.00,4.48,4.44,2.60,31026
0.31,Premium,F,VS2,59.40,58.00,749.00,4.45,4.37,2.62,31027
0.31,Ideal,F,VS2,60.80,57.00,749.00,4.41,4.38,2.67,31028
0.31,Ideal,F,VS2,62.20,56.00,749.00,4.39,4.36,2.72,31029
0.31,Premium,F,VS2,60.70,61.00,749.00,4.40,4.36,2.66,31030
0.31,Ideal,F,VS2,61.60,56.00,749.00,4.38,4.35,2.69,31031
0.31,Ideal,F,VS2,61.90,57.00,749.00,4.34,4.32,2.68,31032
0.31,Very Good,F,VS2,63.50,55.00,749.00,4.32,4.31,2.74,31033
0.31,Premium,F,VS2,63.00,57.00,749.00,4.33,4.27,2.71,31034
0.31,Good,F,VS2,63.60,54.00,749.00,4.33,4.28,2.74,31035
0.31,Good,F,VS2,63.70,59.00,749.00,4.31,4.26,2.73,31036
0.37,Premium,H,VS2,61.40,58.00,749.00,4.64,4.61,2.84,31037
0.31,Very Good,G,VS1,63.30,57.00,749.00,4.31,4.28,2.72,31038
0.34,Ideal,D,VS1,60.70,57.00,749.00,4.51,4.55,2.75,31039
0.34,Ideal,D,VS1,62.60,56.00,749.00,4.49,4.52,2.82,31040
0.34,Ideal,D,VS1,61.40,56.00,749.00,4.50,4.53,2.77,31041
0.38,Very Good,I,VS1,62.00,55.00,750.00,4.65,4.67,2.89,31042
0.39,Ideal,I,VVS2,62.00,56.00,750.00,4.67,4.72,2.91,31043
0.33,Ideal,F,VVS2,62.40,55.00,750.00,4.43,4.45,2.77,31044
0.40,Good,I,VVS2,59.70,62.00,750.00,4.75,4.79,2.85,31045
0.34,Ideal,D,SI1,62.00,55.00,750.00,4.53,4.50,2.80,31046
0.34,Premium,D,SI1,62.00,58.00,750.00,4.47,4.43,2.76,31047
0.41,Ideal,H,VS1,61.80,56.00,750.00,4.73,4.78,2.94,31048
0.42,Very Good,G,SI1,62.00,54.00,751.00,4.80,4.82,2.98,31049
0.40,Ideal,I,VVS2,62.60,54.00,751.00,4.69,4.73,2.95,31050
0.34,Ideal,G,VVS2,62.40,53.00,751.00,4.49,4.52,2.81,31051
0.30,Ideal,F,VVS2,61.60,55.00,751.00,4.30,4.33,2.66,31052
0.34,Ideal,H,VVS1,61.60,53.00,751.00,4.50,4.52,2.78,31053
0.34,Ideal,H,VVS1,61.10,56.00,751.00,4.51,4.56,2.77,31054
0.38,Ideal,E,VS2,61.90,57.00,751.00,4.61,4.66,2.87,31055
0.38,Very Good,I,VVS1,63.50,57.00,752.00,4.60,4.63,2.93,31056
0.38,Very Good,F,VS2,59.70,57.00,752.00,4.73,4.79,2.84,31057
0.24,Ideal,E,VVS1,60.90,56.00,752.00,4.01,4.04,2.45,31058
0.39,Ideal,G,VS1,61.30,56.00,752.00,4.68,4.71,2.88,31059
0.31,Ideal,D,VS1,60.50,57.00,752.00,4.39,4.41,2.66,31060
0.38,Good,F,VS2,62.70,58.00,752.00,4.56,4.60,2.87,31061
0.27,Premium,E,VVS2,61.80,59.00,752.00,4.18,4.14,2.57,31062
0.27,Ideal,E,VVS1,62.00,56.00,752.00,4.19,4.16,2.59,31063
0.27,Good,E,VVS1,63.90,57.00,752.00,4.10,4.07,2.61,31064
0.27,Ideal,D,VVS2,61.50,56.00,752.00,4.18,4.15,2.56,31065
0.27,Ideal,D,VVS1,61.70,57.00,752.00,4.20,4.16,2.58,31066
0.33,Very Good,G,VVS2,61.20,57.00,752.00,4.42,4.44,2.71,31067
0.33,Premium,G,VVS2,61.00,58.00,752.00,4.44,4.48,2.72,31068
0.33,Ideal,G,VVS2,60.10,57.00,752.00,4.48,4.51,2.70,31069
0.33,Premium,G,VVS2,62.00,59.00,752.00,4.41,4.46,2.75,31070
0.33,Premium,G,VVS2,61.70,59.00,752.00,4.39,4.42,2.72,31071
0.33,Ideal,G,VVS2,61.70,55.00,752.00,4.42,4.46,2.74,31072
0.33,Ideal,H,VVS1,62.10,55.00,752.00,4.42,4.44,2.75,31073
0.33,Premium,G,VVS2,59.50,60.00,752.00,4.52,4.55,2.70,31074
0.30,Good,F,VVS1,63.70,59.00,752.00,4.17,4.24,2.68,31075
0.33,Very Good,G,VVS2,60.90,57.00,752.00,4.43,4.50,2.72,31076
0.33,Very Good,G,VVS2,61.90,58.00,752.00,4.39,4.43,2.73,31077
0.33,Premium,G,VVS2,61.70,58.00,752.00,4.39,4.42,2.72,31078
0.33,Ideal,G,VVS2,61.50,56.00,752.00,4.45,4.49,2.75,31079
0.33,Very Good,G,VVS2,60.90,59.00,752.00,4.45,4.49,2.72,31080
0.30,Very Good,D,VVS2,62.90,56.00,752.00,4.27,4.29,2.69,31081
0.33,Premium,H,VVS1,61.40,59.00,752.00,4.42,4.44,2.72,31082
0.31,Very Good,E,VVS1,60.30,57.00,752.00,4.41,4.44,2.67,31083
0.33,Ideal,G,VVS2,61.70,56.00,752.00,4.42,4.46,2.74,31084
0.33,Ideal,H,VVS1,61.70,56.00,752.00,4.46,4.48,2.76,31085
0.33,Premium,G,VVS2,60.60,58.00,752.00,4.47,4.50,2.72,31086
0.33,Ideal,H,VVS1,62.20,55.00,752.00,4.40,4.44,2.75,31087
0.30,Good,D,VVS2,63.60,55.00,752.00,4.25,4.31,2.72,31088
0.33,Very Good,G,VVS2,60.00,63.00,752.00,4.45,4.49,2.68,31089
0.33,Ideal,G,VVS2,62.50,54.00,752.00,4.41,4.45,2.77,31090
0.33,Very Good,G,VVS2,63.00,57.00,752.00,4.38,4.42,2.77,31091
0.33,Very Good,G,VVS2,62.80,57.00,752.00,4.39,4.47,2.78,31092
0.30,Premium,D,VVS2,62.40,58.00,752.00,4.26,4.30,2.67,31093
0.33,Ideal,G,VVS2,62.70,55.00,752.00,4.41,4.46,2.78,31094
0.36,Very Good,G,VVS2,61.70,56.00,753.00,4.56,4.58,2.82,31095
0.36,Very Good,H,VVS1,62.00,55.00,753.00,4.57,4.60,2.84,31096
0.30,Very Good,G,VVS1,62.50,56.00,753.00,4.25,4.29,2.67,31097
0.41,Very Good,E,SI1,59.30,59.00,753.00,4.86,4.89,2.89,31098
0.41,Ideal,I,VVS2,61.60,56.00,753.00,4.79,4.82,2.96,31099
0.30,Ideal,G,VVS1,62.60,55.00,753.00,4.27,4.32,2.69,31100
0.30,Ideal,G,VVS1,62.20,56.00,753.00,4.27,4.31,2.67,31101
0.30,Ideal,G,VVS1,62.10,58.00,753.00,4.26,4.28,2.65,31102
0.34,Ideal,D,VS2,61.00,58.00,753.00,4.49,4.53,2.75,31103
0.41,Ideal,I,VS1,61.80,53.00,753.00,4.81,4.84,2.98,31104
0.36,Ideal,E,VS1,61.50,55.00,753.00,4.58,4.66,2.84,31105
0.41,Ideal,F,SI1,61.40,57.00,753.00,4.76,4.79,2.93,31106
0.40,Premium,G,VS2,61.90,58.00,753.00,4.74,4.76,2.94,31107
0.40,Premium,G,VS2,60.40,58.00,753.00,4.75,4.78,2.88,31108
0.42,Very Good,F,SI1,60.60,58.00,753.00,4.81,4.89,2.94,31109
0.41,Very Good,J,VVS2,63.10,60.00,754.00,4.67,4.71,2.96,31110
0.31,Very Good,F,VVS2,62.00,56.00,754.00,4.36,4.39,2.71,31111
0.31,Very Good,F,VVS2,62.00,55.00,754.00,4.34,4.38,2.70,31112
0.30,Very Good,D,VVS2,63.00,56.00,754.00,4.29,4.31,2.71,31113
0.30,Very Good,D,VVS2,63.20,55.00,754.00,4.27,4.30,2.71,31114
0.42,Very Good,H,SI1,61.10,57.00,754.00,4.84,4.87,2.96,31115
0.33,Ideal,G,VVS2,62.00,53.50,754.00,4.44,4.48,2.76,31116
0.38,Ideal,H,VS1,62.40,53.00,754.00,4.67,4.69,2.92,31117
0.35,Ideal,F,VS1,62.80,54.00,754.00,4.50,4.54,2.84,31118
0.37,Ideal,I,IF,60.70,56.00,754.00,4.64,4.68,2.83,31119
0.37,Ideal,I,IF,61.40,55.00,754.00,4.65,4.67,2.86,31120
0.34,Good,E,VS2,57.80,64.00,754.00,4.60,4.61,2.66,31121
0.41,Good,I,VS1,60.10,60.10,754.00,4.79,4.82,2.89,31122
0.30,Ideal,F,VS1,61.50,55.00,754.00,4.35,4.33,2.67,31123
0.43,Very Good,G,SI1,60.40,58.00,754.00,4.87,4.90,2.95,31124
0.43,Very Good,G,SI1,62.30,59.00,754.00,4.79,4.81,2.99,31125
0.43,Very Good,G,SI1,62.70,56.00,754.00,4.80,4.83,3.02,31126
0.43,Very Good,G,SI1,62.90,55.00,754.00,4.83,4.87,3.05,31127
0.31,Ideal,E,VS1,61.20,55.00,754.00,4.40,4.42,2.70,31128
0.31,Very Good,H,VVS1,58.50,59.00,755.00,4.45,4.50,2.62,31129
0.42,Very Good,H,VS2,62.10,54.00,755.00,4.81,4.84,2.99,31130
0.30,Very Good,E,VS1,61.70,56.00,755.00,4.30,4.33,2.66,31131
0.31,Ideal,E,VVS2,62.50,54.00,755.00,4.34,4.37,2.72,31132
0.31,Ideal,E,VVS2,61.40,58.00,755.00,4.33,4.37,2.67,31133
0.31,Ideal,E,VVS2,59.90,62.00,755.00,4.40,4.41,2.64,31134
0.31,Ideal,E,VVS2,59.70,61.00,755.00,4.40,4.41,2.63,31135
0.31,Ideal,G,VVS1,60.20,61.00,755.00,4.39,4.41,2.65,31136
0.31,Ideal,G,VVS1,59.00,62.00,755.00,4.41,4.43,2.61,31137
0.38,Very Good,G,SI1,61.80,53.70,755.00,4.67,4.69,2.90,31138
0.41,Very Good,E,SI1,62.90,57.00,755.00,4.72,4.76,2.98,31139
0.41,Very Good,E,SI1,62.90,57.00,755.00,4.73,4.78,2.99,31140
0.41,Very Good,E,SI1,62.90,56.00,755.00,4.72,4.76,2.98,31141
0.38,Very Good,G,SI1,62.10,54.00,755.00,4.64,4.67,2.90,31142
0.38,Very Good,G,SI1,62.00,54.80,755.00,4.64,4.67,2.89,31143
0.41,Very Good,F,SI1,62.60,55.00,755.00,4.74,4.78,2.98,31144
0.41,Ideal,E,SI1,62.50,57.00,755.00,4.74,4.79,2.98,31145
0.41,Ideal,E,SI1,62.10,54.00,755.00,4.76,4.81,2.97,31146
0.41,Good,H,VS2,63.40,58.00,755.00,4.77,4.66,2.99,31147
0.41,Very Good,E,SI1,62.80,59.00,755.00,4.74,4.75,2.98,31148
0.41,Good,F,SI1,63.20,59.00,755.00,4.68,4.72,2.97,31149
0.41,Premium,F,SI1,59.80,59.00,755.00,4.82,4.85,2.89,31150
0.41,Ideal,F,SI1,62.70,57.00,755.00,4.70,4.74,2.96,31151
0.41,Good,E,SI1,63.30,57.00,755.00,4.73,4.75,3.00,31152
0.41,Premium,F,SI1,61.80,58.00,755.00,4.75,4.76,2.94,31153
0.41,Premium,E,SI1,61.00,59.00,755.00,4.78,4.82,2.93,31154
0.41,Ideal,E,SI1,62.50,55.00,755.00,4.73,4.77,2.97,31155
0.41,Premium,E,SI1,61.30,58.00,755.00,4.76,4.80,2.93,31156
0.41,Good,E,SI1,63.50,57.00,755.00,4.69,4.73,2.99,31157
0.41,Ideal,E,SI1,62.60,57.00,755.00,4.72,4.73,2.96,31158
0.41,Ideal,I,VS1,60.90,53.00,755.00,4.80,4.85,2.94,31159
0.41,Very Good,F,SI1,62.90,56.00,755.00,4.71,4.73,2.97,31160
0.41,Very Good,E,SI1,62.40,55.00,755.00,4.74,4.78,2.97,31161
0.41,Good,F,SI1,63.90,56.00,755.00,4.68,4.74,3.01,31162
0.41,Very Good,F,SI1,62.80,57.00,755.00,4.69,4.73,2.96,31163
0.41,Very Good,E,SI1,61.40,56.00,755.00,4.77,4.81,2.94,31164
0.41,Ideal,E,SI1,62.70,57.00,755.00,4.74,4.77,2.98,31165
0.41,Premium,E,SI1,60.10,60.00,755.00,4.79,4.83,2.89,31166
0.41,Good,E,SI1,63.90,58.00,755.00,4.70,4.72,3.01,31167
0.41,Very Good,E,SI1,60.50,61.00,755.00,4.78,4.80,2.90,31168
0.41,Good,F,SI1,63.30,57.00,755.00,4.69,4.72,2.98,31169
0.41,Premium,E,SI1,62.40,58.00,755.00,4.75,4.77,2.97,31170
0.41,Premium,F,SI1,61.00,60.00,755.00,4.77,4.81,2.92,31171
0.41,Premium,E,SI1,60.20,60.00,755.00,4.78,4.82,2.89,31172
0.41,Good,I,VS1,63.70,57.00,755.00,4.67,4.72,2.99,31173
0.40,Very Good,F,SI1,62.10,60.00,756.00,4.66,4.70,2.91,31174
0.35,Ideal,G,VVS2,61.80,55.00,756.00,4.54,4.56,2.81,31175
0.35,Ideal,H,VVS1,62.00,55.00,756.00,4.52,4.54,2.81,31176
0.32,Ideal,D,VS1,61.40,56.00,756.00,4.42,4.47,2.73,31177
0.42,Ideal,G,SI1,60.70,57.00,756.00,4.81,4.89,2.95,31178
0.32,Good,E,VS1,60.30,64.00,756.00,4.42,4.44,2.67,31179
0.32,Good,E,VS1,59.50,64.00,756.00,4.42,4.45,2.64,31180
0.32,Premium,D,SI1,61.30,60.00,756.00,4.43,4.41,2.71,31181
0.32,Ideal,D,SI1,60.80,57.00,756.00,4.44,4.41,2.69,31182
0.32,Premium,D,SI1,58.90,60.00,756.00,4.49,4.47,2.64,31183
0.32,Ideal,D,SI1,62.00,55.00,756.00,4.47,4.37,2.74,31184
0.32,Ideal,D,SI1,61.90,57.00,756.00,4.40,4.36,2.71,31185
0.32,Premium,D,SI1,63.00,58.00,756.00,4.40,4.36,2.76,31186
0.32,Ideal,D,SI1,62.00,57.00,756.00,4.40,4.37,2.72,31187
0.32,Ideal,D,SI1,62.80,56.00,756.00,4.35,4.34,2.73,31188
0.32,Very Good,D,SI1,63.30,57.00,756.00,4.39,4.36,2.77,31189
0.32,Good,D,SI1,63.80,56.00,756.00,4.35,4.33,2.77,31190
0.32,Ideal,D,SI1,62.00,57.00,756.00,4.42,4.38,2.73,31191
0.40,Very Good,J,VS1,63.50,56.00,756.00,4.70,4.69,2.98,31192
0.36,Premium,G,VS2,62.50,58.00,756.00,4.55,4.51,2.83,31193
0.36,Premium,E,SI1,62.20,59.00,756.00,4.57,4.53,2.83,31194
0.32,Premium,I,VVS1,60.10,61.00,756.00,4.45,4.40,2.66,31195
0.32,Ideal,I,VVS1,61.90,55.00,756.00,4.40,4.39,2.72,31196
0.32,Ideal,I,VVS1,61.70,55.00,756.00,4.40,4.39,2.71,31197
0.32,Ideal,I,VVS1,62.50,55.00,756.00,4.40,4.37,2.74,31198
0.32,Ideal,I,VVS1,62.40,55.00,756.00,4.38,4.34,2.72,31199
0.32,Premium,I,VVS1,63.00,58.00,756.00,4.38,4.32,2.74,31200
0.32,Ideal,D,SI1,59.30,55.00,756.00,4.53,4.51,2.68,31201
0.32,Premium,D,SI1,58.30,58.00,756.00,4.54,4.49,2.63,31202
0.32,Ideal,D,SI1,59.60,57.00,756.00,4.47,4.42,2.65,31203
0.32,Premium,D,SI1,60.40,58.00,756.00,4.47,4.44,2.69,31204
0.32,Premium,D,SI1,60.80,58.00,756.00,4.44,4.41,2.69,31205
0.32,Ideal,D,SI1,61.40,57.00,756.00,4.42,4.41,2.71,31206
0.32,Ideal,D,SI1,60.90,56.00,756.00,4.43,4.40,2.69,31207
0.32,Premium,D,SI1,60.20,58.00,756.00,4.43,4.40,2.66,31208
0.32,Premium,D,SI1,61.50,59.00,756.00,4.42,4.39,2.71,31209
0.32,Ideal,D,SI1,61.50,56.00,756.00,4.42,4.39,2.71,31210
0.32,Ideal,D,SI1,61.30,55.00,756.00,4.42,4.39,2.70,31211
0.32,Ideal,D,SI1,62.50,54.00,756.00,4.41,4.39,2.75,31212
0.32,Premium,D,SI1,62.30,55.00,756.00,4.42,4.38,2.74,31213
0.32,Premium,D,SI1,60.90,60.00,756.00,4.41,4.39,2.68,31214
0.32,Premium,D,SI1,61.40,58.00,756.00,4.42,4.38,2.70,31215
0.32,Ideal,D,SI1,62.80,56.00,756.00,4.42,4.37,2.76,31216
0.32,Ideal,D,SI1,62.60,55.00,756.00,4.39,4.36,2.74,31217
0.32,Very Good,D,SI1,63.10,57.00,756.00,4.38,4.37,2.76,31218
0.32,Very Good,D,SI1,63.30,57.00,756.00,4.38,4.37,2.77,31219
0.32,Ideal,D,SI1,62.70,54.00,756.00,4.40,4.37,2.75,31220
0.32,Ideal,D,SI1,61.30,57.00,756.00,4.41,4.37,2.69,31221
0.32,Ideal,D,SI1,62.70,54.00,756.00,4.39,4.35,2.74,31222
0.32,Very Good,D,SI1,63.20,54.00,756.00,4.38,4.36,2.76,31223
0.32,Very Good,D,SI1,63.10,56.00,756.00,4.38,4.34,2.75,31224
0.32,Good,D,SI1,63.70,55.00,756.00,4.38,4.35,2.78,31225
0.32,Very Good,D,SI1,63.50,55.00,756.00,4.35,4.31,2.75,31226
0.32,Premium,D,SI1,62.60,58.00,756.00,4.36,4.33,2.72,31227
0.32,Ideal,D,SI1,62.70,57.00,756.00,4.37,4.34,2.73,31228
0.32,Good,D,SI1,63.60,56.00,756.00,4.37,4.34,2.77,31229
0.31,Ideal,E,VS2,62.00,56.00,756.00,4.38,4.36,2.71,31230
0.45,Fair,G,SI1,68.60,57.00,756.00,4.73,4.50,3.19,31231
0.44,Good,E,SI1,63.40,57.00,756.00,4.81,4.85,3.06,31232
0.44,Good,F,SI1,63.80,54.00,756.00,4.80,4.85,3.08,31233
0.42,Very Good,D,SI1,63.00,55.00,756.00,4.76,4.79,3.01,31234
0.44,Good,E,SI1,63.20,53.00,756.00,4.84,4.87,3.07,31235
0.42,Very Good,D,SI1,61.50,58.00,756.00,4.80,4.83,2.96,31236
0.42,Very Good,D,SI1,60.20,57.00,756.00,4.85,4.89,2.93,31237
0.42,Ideal,D,SI1,61.90,55.00,756.00,4.79,4.84,2.98,31238
0.42,Very Good,D,SI1,63.00,57.00,756.00,4.77,4.81,3.02,31239
0.38,Ideal,G,VS2,61.90,54.10,757.00,4.66,4.69,2.89,31240
0.31,Ideal,F,VS2,61.60,55.00,757.00,4.36,4.38,2.69,31241
0.31,Ideal,F,VS2,61.90,55.00,757.00,4.35,4.37,2.70,31242
0.31,Ideal,F,VS2,61.60,55.00,757.00,4.38,4.39,2.70,31243
0.31,Ideal,F,VS2,61.90,55.00,757.00,4.37,4.39,2.71,31244
0.31,Fair,F,VVS2,56.90,59.00,757.00,4.45,4.48,2.54,31245
0.34,Premium,E,VS1,58.00,60.00,757.00,4.63,4.61,2.68,31246
0.37,Very Good,E,VS2,60.60,58.00,757.00,4.62,4.65,2.81,31247
0.37,Premium,E,VS2,60.20,58.00,757.00,4.65,4.68,2.81,31248
0.40,Ideal,I,VVS2,62.00,54.00,758.00,4.74,4.77,2.95,31249
0.40,Ideal,I,VVS2,62.00,57.00,758.00,4.73,4.75,2.94,31250
0.41,Good,D,SI1,56.50,63.00,758.00,4.98,4.94,2.80,31251
0.34,Ideal,E,VS2,62.10,54.10,758.00,4.47,4.50,2.78,31252
0.46,Ideal,F,SI2,61.50,54.00,758.00,4.98,5.01,3.07,31253
0.46,Ideal,F,SI2,61.50,54.00,758.00,4.98,5.01,3.07,31254
0.40,Ideal,J,IF,62.50,56.00,758.00,4.70,4.74,2.95,31255
0.32,Ideal,D,VS2,61.60,56.00,758.00,4.37,4.40,2.70,31256
0.32,Ideal,D,VS2,62.00,55.00,758.00,4.38,4.42,2.73,31257
0.32,Ideal,D,VS2,62.40,57.00,758.00,4.34,4.38,2.72,31258
0.32,Ideal,D,VS2,61.90,55.00,758.00,4.39,4.43,2.73,31259
0.32,Ideal,E,VS1,61.70,57.00,758.00,4.39,4.42,2.72,31260
0.32,Good,H,SI1,63.10,54.00,449.00,4.36,4.42,2.77,31261
0.32,Very Good,I,VS2,61.10,57.00,449.00,4.39,4.42,2.69,31262
0.32,Ideal,H,SI1,60.60,57.00,449.00,4.40,4.44,2.68,31263
0.32,Premium,E,SI2,61.70,60.00,449.00,4.38,4.41,2.71,31264
0.32,Good,H,SI1,63.10,55.00,449.00,4.34,4.37,2.75,31265
0.32,Very Good,H,SI1,62.20,56.00,449.00,4.36,4.39,2.72,31266
0.32,Very Good,I,VS2,63.00,55.00,449.00,4.34,4.39,2.75,31267
0.32,Ideal,I,VS2,62.50,55.00,449.00,4.37,4.40,2.74,31268
0.32,Ideal,I,VS2,61.50,56.00,449.00,4.40,4.41,2.71,31269
0.32,Very Good,I,VS2,62.90,57.00,449.00,4.37,4.40,2.76,31270
0.32,Ideal,I,VS2,60.30,56.00,449.00,4.44,4.45,2.68,31271
0.32,Very Good,E,SI2,62.70,57.00,449.00,4.34,4.37,2.73,31272
0.32,Good,I,VS2,63.20,56.00,449.00,4.32,4.38,2.75,31273
0.32,Ideal,I,VS2,61.60,56.00,449.00,4.37,4.39,2.70,31274
0.32,Premium,E,SI2,59.70,60.00,449.00,4.43,4.45,2.65,31275
0.32,Very Good,I,VS2,63.00,57.00,449.00,4.33,4.37,2.74,31276
0.32,Ideal,I,VS2,61.30,56.00,449.00,4.38,4.43,2.70,31277
0.32,Premium,I,VS2,62.20,59.00,449.00,4.35,4.37,2.71,31278
0.32,Good,I,VS2,63.40,55.00,449.00,4.33,4.37,2.76,31279
0.32,Ideal,E,SI2,62.70,55.00,449.00,4.39,4.42,2.76,31280
0.32,Premium,I,VS2,62.60,58.00,449.00,4.37,4.42,2.75,31281
0.28,Very Good,H,VVS2,62.40,54.00,450.00,4.20,4.23,2.63,31282
0.25,Ideal,I,VS2,62.00,57.00,450.00,4.02,4.06,2.50,31283
0.32,Ideal,G,SI2,61.60,56.00,450.00,4.44,4.46,2.74,31284
0.32,Ideal,G,SI2,61.80,55.00,450.00,4.40,4.43,2.73,31285
0.32,Ideal,G,SI2,62.20,53.00,450.00,4.40,4.44,2.75,31286
0.36,Ideal,F,SI2,62.20,55.00,450.00,4.57,4.59,2.85,31287
0.33,Ideal,F,SI2,62.30,55.00,450.00,4.44,4.49,2.78,31288
0.36,Ideal,F,SI2,61.20,56.00,450.00,4.61,4.64,2.83,31289
0.32,Ideal,I,SI1,61.90,54.00,450.00,4.41,4.45,2.74,31290
0.32,Ideal,D,VS2,61.10,56.00,758.00,4.39,4.41,2.69,31291
0.32,Ideal,D,VS2,61.00,56.00,758.00,4.42,4.46,2.71,31292
0.32,Ideal,D,VS2,61.90,55.00,758.00,4.41,4.44,2.74,31293
0.32,Ideal,E,VS1,61.60,57.00,758.00,4.35,4.39,2.69,31294
0.32,Very Good,D,VS2,62.50,57.00,758.00,4.34,4.39,2.73,31295
0.32,Ideal,D,VS2,62.20,56.00,758.00,4.38,4.40,2.73,31296
0.32,Premium,D,VS2,61.70,59.00,758.00,4.38,4.43,2.72,31297
0.32,Ideal,D,VS2,62.70,54.00,758.00,4.36,4.38,2.74,31298
0.32,Ideal,D,VS2,61.70,54.00,758.00,4.38,4.43,2.72,31299
0.32,Ideal,D,VS2,61.90,57.00,758.00,4.37,4.39,2.71,31300
0.32,Ideal,D,VS2,62.10,56.00,758.00,4.39,4.43,2.74,31301
0.32,Very Good,D,VS2,62.00,57.00,758.00,4.38,4.42,2.73,31302
0.32,Very Good,D,VS2,61.80,57.00,758.00,4.35,4.36,2.69,31303
0.32,Ideal,D,VS2,61.30,56.00,758.00,4.37,4.41,2.69,31304
0.32,Ideal,D,VS2,62.50,56.00,758.00,4.38,4.45,2.76,31305
0.32,Ideal,E,VS1,61.50,56.00,758.00,4.38,4.40,2.70,31306
0.32,Ideal,D,VS2,62.70,57.00,758.00,4.40,4.44,2.77,31307
0.32,Ideal,D,VS2,62.60,57.00,758.00,4.37,4.41,2.75,31308
0.32,Ideal,D,VS2,61.00,57.00,758.00,4.42,4.46,2.71,31309
0.32,Premium,D,VS2,60.30,60.00,758.00,4.42,4.44,2.67,31310
0.32,Ideal,D,VS2,62.00,55.00,758.00,4.37,4.41,2.72,31311
0.32,Ideal,E,VS1,59.90,55.00,758.00,4.46,4.49,2.68,31312
0.32,Ideal,D,VS2,62.20,55.00,758.00,4.37,4.41,2.73,31313
0.32,Ideal,D,VS2,62.10,54.00,758.00,4.40,4.46,2.75,31314
0.32,Ideal,E,VS1,61.70,56.00,758.00,4.39,4.42,2.72,31315
0.32,Premium,D,VS2,61.70,58.00,758.00,4.34,4.38,2.69,31316
0.32,Ideal,D,VS2,61.70,57.00,758.00,4.36,4.39,2.70,31317
0.32,Ideal,D,VS2,62.20,56.00,758.00,4.36,4.39,2.72,31318
0.32,Ideal,D,VS2,61.50,56.00,758.00,4.39,4.42,2.71,31319
0.32,Ideal,D,VS2,62.60,55.00,758.00,4.37,4.39,2.74,31320
0.36,Premium,I,IF,59.90,59.00,758.00,4.58,4.63,2.76,31321
0.32,Ideal,D,VS2,61.50,56.00,758.00,4.41,4.44,2.72,31322
0.32,Ideal,D,VS2,60.50,56.00,758.00,4.45,4.48,2.70,31323
0.32,Ideal,D,VS2,62.30,57.00,758.00,4.39,4.41,2.74,31324
0.32,Ideal,D,VS2,61.60,56.00,758.00,4.37,4.40,2.70,31325
0.32,Ideal,E,VS1,61.80,55.00,758.00,4.40,4.43,2.73,31326
0.32,Ideal,E,VS1,61.90,56.00,758.00,4.38,4.41,2.72,31327
0.30,Very Good,E,VVS2,62.40,57.00,759.00,4.28,4.31,2.68,31328
0.36,Very Good,D,VS2,64.00,56.00,759.00,4.49,4.51,2.88,31329
0.31,Ideal,F,VVS2,61.90,56.00,759.00,4.32,4.37,2.69,31330
0.31,Ideal,G,VVS1,62.40,54.00,759.00,4.31,4.34,2.70,31331
0.37,Ideal,F,VS2,61.70,55.00,759.00,4.61,4.73,2.88,31332
0.36,Ideal,F,VS2,61.00,56.00,759.00,4.61,4.64,2.82,31333
0.38,Ideal,G,VS1,62.40,54.00,759.00,4.63,4.67,2.90,31334
0.41,Ideal,G,SI1,61.40,56.00,759.00,4.81,4.83,2.96,31335
0.41,Ideal,G,SI1,61.90,54.00,759.00,4.77,4.82,2.97,31336
0.44,Premium,H,SI2,58.40,60.00,759.00,5.05,4.99,2.93,31337
0.44,Premium,H,SI2,59.30,60.00,759.00,5.01,4.98,2.96,31338
0.44,Premium,H,SI2,59.60,60.00,759.00,4.95,4.93,2.96,31339
